cluster_name,representative_length,number_of_members,representative,type,num_viral_members,viral_ratio,is_circular,pos_cluster
Cluster_2059,15535,2,S_NODE_1904_length_15535_cov_8.143172,identical,2,1,0,792
Cluster_2060,15526,2,H_NODE_1979_length_15526_cov_26.717774,hybrid extension,2,1,0,12
Cluster_2061,15524,3,H_NODE_1980_length_15524_cov_40.333961,hybrid extension,3,1,0,750
Cluster_2062,15524,4,S_NODE_1906_length_15524_cov_10.448919,short longer than hybrid,4,1,0,28
Cluster_2063,15523,2,S_NODE_1907_length_15523_cov_16.243180,identical,2,1,0,18
Cluster_2064,15520,5,S_NODE_1908_length_15520_cov_40.795362,short longer than hybrid,5,1,0,18
Cluster_2065,15520,3,H_NODE_1983_length_15520_cov_19.020919,hybrid extension,3,1,0,52
Cluster_2066,15505,2,H_NODE_1984_length_15505_cov_22.166276,identical,2,1,0,139
Cluster_2067,15500,4,H_NODE_1985_length_15500_cov_12.715996,hybrid extension,NA,NA,0,NA
Cluster_2068,15498,2,H_NODE_1986_length_15498_cov_28.287099,identical,2,1,0,1664
Cluster_2069,15490,4,S_NODE_1914_length_15490_cov_57.091779,short longer than hybrid,4,1,0,19
Cluster_2070,15485,2,S_NODE_1916_length_15485_cov_7.137778,identical,2,1,0,607
Cluster_2071,15485,3,H_NODE_1988_length_15485_cov_10.955072,hybrid extension,3,1,0,NA
Cluster_2072,15474,5,H_NODE_1990_length_15474_cov_25.542973,hybrid extension,5,1,0,272
Cluster_2073,15474,2,H_NODE_1991_length_15474_cov_17.245651,identical,2,1,0,46
Cluster_2074,15473,3,S_NODE_1920_length_15473_cov_94.187541,short longer than hybrid,3,1,0,437
Cluster_2075,15461,2,H_NODE_1992_length_15461_cov_24.874592,identical,2,1,0,NA
Cluster_2076,15459,2,H_NODE_1993_length_15459_cov_12.287960,hybrid extension,2,1,0,0
Cluster_2077,15457,2,S_NODE_1923_length_15457_cov_9.647815,identical,2,1,0,NA
Cluster_2078,15456,4,H_NODE_1995_length_15456_cov_15.884402,hybrid extension,4,1,0,136
Cluster_2079,15449,2,S_NODE_1924_length_15449_cov_13.435322,identical,2,1,0,19
Cluster_2080,15442,2,H_NODE_1997_length_15442_cov_33.142540,identical,2,1,0,141
Cluster_2081,15442,2,S_NODE_1926_length_15442_cov_13.265165,identical,2,1,0,NA
Cluster_2082,15441,2,H_NODE_1999_length_15441_cov_54.429607,hybrid extension,2,1,0,562
Cluster_2083,15439,2,H_NODE_2000_length_15439_cov_25.787552,hybrid extension,2,1,0,4
Cluster_2084,15431,2,H_NODE_2001_length_15431_cov_13.516924,identical,2,1,0,NA
Cluster_2085,15423,2,S_NODE_1930_length_15423_cov_25.388141,short longer than hybrid,2,1,0,9
Cluster_2086,15421,2,H_NODE_2002_length_15421_cov_90.278148,identical,2,1,0,1581
Cluster_2087,15418,2,H_NODE_2003_length_15418_cov_32.487149,identical,2,1,0,519
Cluster_2088,15414,5,H_NODE_2004_length_15414_cov_35.211945,hybrid extension,5,1,0,46
Cluster_2089,15414,2,S_NODE_1934_length_15414_cov_18.139465,short longer than hybrid,2,1,0,19
Cluster_2090,15409,2,S_NODE_1935_length_15409_cov_30.528007,identical,2,1,0,365
Cluster_2091,15399,2,S_NODE_1936_length_15399_cov_56.973153,identical,2,1,0,267
Cluster_2092,15399,4,H_NODE_2008_length_15399_cov_11.022721,hybrid extension,4,1,0,NA
Cluster_2093,15397,5,H_NODE_2009_length_15397_cov_12.491880,hybrid extension,NA,NA,0,NA
Cluster_2094,15388,2,H_NODE_2010_length_15388_cov_38.054453,hybrid extension,2,1,0,79
Cluster_2095,15383,2,S_NODE_1941_length_15383_cov_50.847077,short longer than hybrid,2,1,0,0
Cluster_2096,15380,3,S_NODE_1942_length_15380_cov_99.662886,short longer than hybrid,3,1,0,24
Cluster_2097,15374,2,H_NODE_2012_length_15374_cov_35.999869,hybrid extension,2,1,0,1
Cluster_2098,15364,3,H_NODE_2013_length_15364_cov_10.078034,hybrid extension,3,1,0,19
Cluster_2099,15361,3,S_NODE_1943_length_15361_cov_23.631417,short longer than hybrid,3,1,0,1125
Cluster_2100,15360,2,S_NODE_1944_length_15360_cov_11.728681,identical,2,1,0,54
Cluster_2101,15360,3,H_NODE_2014_length_15360_cov_43.125320,hybrid extension,3,1,0,16
Cluster_2102,15345,2,H_NODE_2017_length_15345_cov_14.392890,identical,2,1,0,1533
Cluster_2103,15342,2,S_NODE_1946_length_15342_cov_8.720802,identical,2,1,0,NA
Cluster_2104,15335,2,H_NODE_2019_length_15335_cov_7.441215,identical,2,1,0,28
Cluster_2105,15332,2,H_NODE_2020_length_15332_cov_17.406774,hybrid extension,2,1,0,11
Cluster_2106,15324,4,H_NODE_2021_length_15324_cov_92.566493,hybrid extension,4,1,0,217
Cluster_2107,15323,2,H_NODE_2022_length_15323_cov_8.198671,identical,NA,NA,0,NA
Cluster_2108,15323,10,S_NODE_1949_length_15323_cov_30.015728,short longer than hybrid,10,1,0,65
Cluster_2109,15308,2,H_NODE_2023_length_15308_cov_28.968447,identical,2,1,0,1070
Cluster_2110,15304,2,H_NODE_2024_length_15304_cov_17.888186,identical,2,1,0,901
Cluster_2111,15301,2,S_NODE_1956_length_15301_cov_20.797021,identical,2,1,0,6
Cluster_2112,15293,2,S_NODE_1957_length_15293_cov_10.146842,short longer than hybrid,2,1,0,40
Cluster_2113,15289,2,H_NODE_2026_length_15289_cov_10.851998,identical,2,1,0,105
Cluster_2114,15288,3,S_NODE_1962_length_15288_cov_14.441462,short longer than hybrid,3,1,0,18
Cluster_2115,15288,2,S_NODE_1961_length_15288_cov_21.222479,short longer than hybrid,2,1,0,303
Cluster_2116,15284,2,S_NODE_1964_length_15284_cov_73.707330,short longer than hybrid,2,1,0,125
Cluster_2117,15283,3,H_NODE_2027_length_15283_cov_16.679401,hybrid extension,3,1,0,31
Cluster_2118,15281,3,H_NODE_2028_length_15281_cov_16.580771,hybrid extension,3,1,0,25
Cluster_2119,15275,2,H_NODE_2029_length_15275_cov_6.720557,identical,2,1,0,208
Cluster_2120,15274,6,H_NODE_2030_length_15274_cov_77.442530,hybrid extension,6,1,0,427
Cluster_2121,15264,2,H_NODE_2031_length_15264_cov_29.003303,hybrid extension,2,1,0,10
Cluster_2122,15261,2,H_NODE_2033_length_15261_cov_12.596538,identical,2,1,0,561
Cluster_2123,15261,2,S_NODE_1969_length_15261_cov_26.617153,identical,2,1,0,206
Cluster_2124,15258,2,S_NODE_1971_length_15258_cov_39.522371,short longer than hybrid,2,1,0,348
Cluster_2125,15253,2,H_NODE_2034_length_15253_cov_34.164419,identical,2,1,0,365
Cluster_2126,15252,4,S_NODE_1973_length_15252_cov_12.875967,short longer than hybrid,NA,NA,0,NA
Cluster_2127,15252,2,S_NODE_1974_length_15252_cov_6.557620,identical,2,1,0,234
Cluster_2128,15247,4,S_NODE_1975_length_15247_cov_11.200000,short longer than hybrid,2,0.5,0,NA
Cluster_2129,15245,2,S_NODE_1976_length_15245_cov_9.519182,identical,2,1,0,215
Cluster_2130,15243,3,H_NODE_2038_length_15243_cov_14.642498,hybrid extension,3,1,0,68
Cluster_2131,15234,2,S_NODE_1977_length_15234_cov_9.944926,identical,2,1,0,25
Cluster_2132,15228,2,H_NODE_2040_length_15228_cov_6.068207,identical,2,1,0,412
Cluster_2133,15220,4,H_NODE_2041_length_15220_cov_34.272775,hybrid extension,4,1,0,86
Cluster_2134,15214,4,S_NODE_1980_length_15214_cov_33.269968,short longer than hybrid,4,1,0,15
Cluster_2135,15213,2,H_NODE_2045_length_15213_cov_7.956914,identical,NA,NA,0,NA
Cluster_2136,15213,3,H_NODE_2044_length_15213_cov_12.410513,hybrid extension,3,1,0,NA
Cluster_2137,15212,3,H_NODE_2046_length_15212_cov_7.507060,hybrid extension,3,1,0,187
Cluster_2138,15211,2,S_NODE_1982_length_15211_cov_9.138955,identical,2,1,0,359
Cluster_2139,15208,3,H_NODE_2048_length_15208_cov_7.667263,hybrid extension,1,0.333333333333333,0,NA
Cluster_2140,15207,2,S_NODE_1984_length_15207_cov_10.018037,identical,2,1,0,447
Cluster_2141,15204,4,H_NODE_2050_length_15204_cov_15.584533,hybrid extension,4,1,0,9
Cluster_2142,15199,2,H_NODE_2051_length_15199_cov_8.157842,identical,2,1,0,NA
Cluster_2143,15194,4,H_NODE_2052_length_15194_cov_18.248424,hybrid extension,4,1,0,279
Cluster_2144,15191,3,H_NODE_2054_length_15191_cov_10.187002,hybrid extension,3,1,0,44
Cluster_2145,15180,2,H_NODE_2055_length_15180_cov_29.446888,hybrid extension,2,1,0,46
Cluster_2146,15178,2,S_NODE_1990_length_15178_cov_12.310013,short longer than hybrid,2,1,0,4
Cluster_2147,15177,3,S_NODE_1991_length_15177_cov_23.275748,short longer than hybrid,3,1,0,8
Cluster_2148,15175,2,H_NODE_2056_length_15175_cov_33.338783,identical,2,1,0,494
Cluster_2149,15164,2,S_NODE_1993_length_15164_cov_5.995212,identical,NA,NA,0,NA
Cluster_2150,15154,3,H_NODE_2058_length_15154_cov_24.818527,hybrid extension,3,1,0,262
Cluster_2151,15147,2,S_NODE_1996_length_15147_cov_10.271438,identical,2,1,0,19
Cluster_2152,15141,3,H_NODE_2060_length_15141_cov_17.370254,hybrid extension,3,1,0,85
Cluster_2153,15136,2,H_NODE_2061_length_15136_cov_29.172097,identical,2,1,0,26
Cluster_2154,15134,2,S_NODE_1998_length_15134_cov_10.104951,identical,2,1,0,336
Cluster_2155,15133,2,H_NODE_2063_length_15133_cov_8.963015,identical,NA,NA,0,NA
Cluster_2156,15130,2,S_NODE_2000_length_15130_cov_9.690462,identical,2,1,0,386
Cluster_2157,15126,6,H_NODE_2065_length_15126_cov_59.500300,hybrid extension,6,1,0,465
Cluster_2158,15123,2,H_NODE_2066_length_15123_cov_16.385970,identical,NA,NA,0,NA
Cluster_2159,15120,2,H_NODE_2067_length_15120_cov_44.008271,identical,2,1,0,40
Cluster_2160,15119,4,S_NODE_2005_length_15119_cov_11.393477,short longer than hybrid,NA,NA,0,NA
Cluster_2161,15107,2,H_NODE_2070_length_15107_cov_11.424900,identical,2,1,0,13
Cluster_2162,15099,4,S_NODE_2007_length_15099_cov_42.811582,short longer than hybrid,4,1,0,1030
Cluster_2163,15096,2,H_NODE_2072_length_15096_cov_24.065669,identical,2,1,0,7
Cluster_2164,15092,3,H_NODE_2073_length_15092_cov_36.077247,hybrid extension,3,1,0,425
Cluster_2165,15091,2,H_NODE_2075_length_15091_cov_8.917602,identical,NA,NA,0,NA
Cluster_2166,15080,2,H_NODE_2076_length_15080_cov_10.978934,identical,2,1,0,86
Cluster_2167,15074,3,H_NODE_2078_length_15074_cov_17.403225,hybrid extension,3,1,0,246
Cluster_2168,15062,2,S_NODE_2013_length_15062_cov_10.206361,identical,2,1,0,0
Cluster_2169,15062,2,S_NODE_2012_length_15062_cov_86.967794,short longer than hybrid,2,1,0,425
Cluster_2170,15058,5,H_NODE_2081_length_15058_cov_17.421271,hybrid extension,5,1,0,116
Cluster_2171,15048,2,H_NODE_2082_length_15048_cov_9.201327,identical,2,1,0,NA
Cluster_2172,15034,2,H_NODE_2084_length_15034_cov_11.802241,identical,2,1,0,329
Cluster_2173,15028,3,H_NODE_2085_length_15028_cov_39.354003,hybrid extension,3,1,0,862
Cluster_2174,15023,2,H_NODE_2086_length_15023_cov_21.149436,identical,2,1,0,27
Cluster_2175,15021,2,H_NODE_2087_length_15021_cov_9.861219,identical,2,1,0,19
Cluster_2176,15010,3,H_NODE_2088_length_15010_cov_98.461332,hybrid extension,3,1,0,45
Cluster_2177,15003,2,S_NODE_2023_length_15003_cov_8.394528,identical,2,1,0,58
Cluster_2178,15003,2,S_NODE_2022_length_15003_cov_33.448104,identical,2,1,0,6
Cluster_2179,15002,2,H_NODE_2091_length_15002_cov_6.943529,identical,NA,NA,0,NA
Cluster_2180,14993,2,S_NODE_2026_length_14993_cov_9.397619,identical,2,1,0,1848
Cluster_2181,14987,2,H_NODE_2093_length_14987_cov_7.192665,identical,2,1,0,1297
Cluster_2182,14974,4,S_NODE_2028_length_14974_cov_15.742978,short longer than hybrid,4,1,0,13
Cluster_2183,14971,2,H_NODE_2094_length_14971_cov_29.655551,identical,2,1,0,12
Cluster_2184,14970,3,H_NODE_2095_length_14970_cov_22.031530,hybrid extension,3,1,0,2
Cluster_2185,14961,3,H_NODE_2096_length_14961_cov_29.272078,hybrid extension,3,1,0,12
Cluster_2186,14959,3,S_NODE_2031_length_14959_cov_32.427859,short longer than hybrid,3,1,0,0
Cluster_2187,14945,2,S_NODE_2032_length_14945_cov_6.770617,identical,2,1,0,41
Cluster_2188,14931,3,H_NODE_2098_length_14931_cov_16.246082,hybrid extension,3,1,0,12
Cluster_2189,14924,2,H_NODE_2099_length_14924_cov_13.749882,hybrid extension,2,1,0,150
Cluster_2190,14919,2,S_NODE_2035_length_14919_cov_12.101947,identical,2,1,0,483
Cluster_2191,14911,5,H_NODE_2103_length_14911_cov_72.770495,hybrid extension,5,1,0,658
Cluster_2192,14907,2,S_NODE_2037_length_14907_cov_13.855954,identical,2,1,0,247
Cluster_2193,14894,2,H_NODE_2105_length_14894_cov_18.464075,hybrid extension,2,1,0,18
Cluster_2194,14890,3,H_NODE_2106_length_14890_cov_14.266206,hybrid extension,1,0.333333333333333,0,NA
Cluster_2195,14881,2,S_NODE_2039_length_14881_cov_62.221567,short longer than hybrid,2,1,0,68
Cluster_2196,14875,2,S_NODE_2040_length_14875_cov_28.096352,short longer than hybrid,2,1,0,31
Cluster_2197,14872,2,H_NODE_2107_length_14872_cov_14.505392,hybrid extension,2,1,0,0
Cluster_2198,14833,2,S_NODE_2045_length_14833_cov_9.273154,identical,2,1,0,1230
Cluster_2199,14833,3,H_NODE_2110_length_14833_cov_6.254726,hybrid extension,3,1,0,1379
Cluster_2200,14825,6,S_NODE_2047_length_14825_cov_62.915022,short longer than hybrid,6,1,0,246
Cluster_2201,14825,4,S_NODE_2048_length_14825_cov_11.730031,short longer than hybrid,4,1,0,122
Cluster_2202,14819,2,S_NODE_2050_length_14819_cov_105.955282,short longer than hybrid,2,1,0,1202
Cluster_2203,14816,2,S_NODE_2051_length_14816_cov_18.439649,identical,2,1,0,20
Cluster_2204,14800,2,H_NODE_2115_length_14800_cov_89.091938,identical,2,1,0,235
Cluster_2205,14800,3,H_NODE_2116_length_14800_cov_34.672119,hybrid extension,3,1,0,2
Cluster_2206,14799,2,S_NODE_2054_length_14799_cov_39.687909,short longer than hybrid,2,1,0,1049
Cluster_2207,14799,2,H_NODE_2117_length_14799_cov_25.444179,hybrid extension,2,1,0,NA
Cluster_2208,14792,2,H_NODE_2118_length_14792_cov_43.517695,hybrid extension,2,1,0,12
Cluster_2209,14790,2,S_NODE_2057_length_14790_cov_22.621701,short longer than hybrid,2,1,0,9
Cluster_2210,14782,12,H_NODE_2120_length_14782_cov_33.061958,hybrid extension,12,1,0,46
Cluster_2211,14781,2,H_NODE_2121_length_14781_cov_14.795892,identical,2,1,0,976
Cluster_2212,14772,3,H_NODE_2122_length_14772_cov_34.801161,hybrid extension,3,1,0,2
Cluster_2213,14758,2,H_NODE_2124_length_14758_cov_7.152074,identical,2,1,0,NA
Cluster_2214,14751,4,H_NODE_2125_length_14751_cov_67.407412,hybrid extension,4,1,0,433
Cluster_2215,14747,3,S_NODE_2061_length_14747_cov_7.833105,short longer than hybrid,3,1,0,124
Cluster_2216,14747,2,H_NODE_2126_length_14747_cov_18.439330,hybrid extension,2,1,0,54
Cluster_2217,14738,2,H_NODE_2128_length_14738_cov_77.097050,identical,2,1,0,27
Cluster_2218,14723,2,H_NODE_2129_length_14723_cov_25.856399,identical,2,1,0,11
Cluster_2219,14721,2,S_NODE_2066_length_14721_cov_10.164040,short longer than hybrid,2,1,0,616
Cluster_2220,14717,2,S_NODE_2067_length_14717_cov_12.634750,short longer than hybrid,2,1,0,19
Cluster_2221,14711,1,S_NODE_2068_length_14711_cov_53.322202,singleton - S,1,1,0,562
Cluster_2222,14710,2,H_NODE_2130_length_14710_cov_21.907906,identical,2,1,0,6
Cluster_2223,14695,3,H_NODE_2131_length_14695_cov_33.181494,hybrid extension,3,1,0,5
Cluster_2224,14692,2,S_NODE_2071_length_14692_cov_5.781325,short longer than hybrid,2,1,0,938
Cluster_2225,14691,5,S_NODE_2073_length_14691_cov_33.626064,short longer than hybrid,5,1,0,8
Cluster_2226,14686,3,H_NODE_2132_length_14686_cov_40.093001,hybrid extension,3,1,0,562
Cluster_2227,14683,3,H_NODE_2133_length_14683_cov_25.711940,hybrid extension,3,1,0,9
Cluster_2228,14674,2,S_NODE_2076_length_14674_cov_13.215783,identical,2,1,0,8
Cluster_2229,14672,2,H_NODE_2135_length_14672_cov_20.761224,identical,2,1,0,1081
Cluster_2230,14664,5,H_NODE_2136_length_14664_cov_20.690720,hybrid extension,5,1,0,215
Cluster_2231,14663,2,S_NODE_2078_length_14663_cov_20.750000,identical,2,1,0,31
Cluster_2232,14659,3,S_NODE_2079_length_14659_cov_19.326590,short longer than hybrid,3,1,0,650
Cluster_2233,14658,3,S_NODE_2080_length_14658_cov_26.047622,short longer than hybrid,3,1,0,101
Cluster_2234,14658,3,H_NODE_2138_length_14658_cov_23.457986,hybrid extension,3,1,0,6
Cluster_2235,14655,2,S_NODE_2081_length_14655_cov_14.398128,identical,2,1,0,75
Cluster_2236,14651,2,S_NODE_2082_length_14651_cov_74.267833,short longer than hybrid,2,1,0,8
Cluster_2237,14647,3,H_NODE_2140_length_14647_cov_13.784711,hybrid extension,3,1,0,11
Cluster_2238,14645,3,H_NODE_2141_length_14645_cov_13.755476,hybrid extension,3,1,0,332
Cluster_2239,14640,3,H_NODE_2142_length_14640_cov_30.268793,hybrid extension,3,1,0,20
Cluster_2240,14639,2,S_NODE_2084_length_14639_cov_41.655733,short longer than hybrid,2,1,0,2
Cluster_2241,14632,2,H_NODE_2143_length_14632_cov_7.257911,identical,2,1,0,549
Cluster_2242,14629,2,H_NODE_2144_length_14629_cov_10.729141,identical,2,1,0,17
Cluster_2243,14623,4,S_NODE_2089_length_14623_cov_58.179291,short longer than hybrid,4,1,0,24
Cluster_2244,14612,2,S_NODE_2091_length_14612_cov_103.015188,short longer than hybrid,2,1,0,11
Cluster_2245,14609,2,H_NODE_2146_length_14609_cov_33.550200,hybrid extension,2,1,0,0
Cluster_2246,14581,3,S_NODE_2095_length_14581_cov_32.657811,short longer than hybrid,3,1,0,5
Cluster_2247,14576,3,H_NODE_2148_length_14576_cov_31.886359,hybrid extension,3,1,0,24
Cluster_2248,14571,2,S_NODE_2096_length_14571_cov_11.742731,identical,2,1,0,29
Cluster_2249,14567,2,H_NODE_2151_length_14567_cov_51.014958,identical,2,1,0,604
Cluster_2250,14564,2,H_NODE_2153_length_14564_cov_7.885641,identical,2,1,0,20
Cluster_2251,14563,2,H_NODE_2154_length_14563_cov_82.170269,identical,2,1,0,30
Cluster_2252,14558,2,S_NODE_2102_length_14558_cov_25.433095,identical,2,1,0,10
Cluster_2253,14543,2,S_NODE_2103_length_14543_cov_6.332825,identical,2,1,0,1503
Cluster_2254,14525,4,H_NODE_2157_length_14525_cov_18.831504,hybrid extension,4,1,0,859
Cluster_2255,14519,2,S_NODE_2107_length_14519_cov_7.362493,identical,2,1,0,0
Cluster_2256,14514,2,H_NODE_2159_length_14514_cov_24.363870,identical,2,1,0,338
Cluster_2257,14508,2,H_NODE_2160_length_14508_cov_13.485432,identical,2,1,0,105
Cluster_2258,14504,2,H_NODE_2161_length_14504_cov_28.488280,identical,2,1,0,NA
Cluster_2259,14503,2,H_NODE_2162_length_14503_cov_36.477393,identical,2,1,0,30
Cluster_2260,14497,2,H_NODE_2163_length_14497_cov_29.636326,identical,2,1,0,27
Cluster_2261,14496,2,H_NODE_2164_length_14496_cov_24.216369,hybrid extension,2,1,0,807
Cluster_2262,14495,2,S_NODE_2115_length_14495_cov_8.449262,identical,NA,NA,0,NA
Cluster_2263,14493,2,H_NODE_2167_length_14493_cov_18.445287,identical,2,1,0,4
Cluster_2264,14493,2,S_NODE_2116_length_14493_cov_56.195670,short longer than hybrid,2,1,0,61
Cluster_2265,14493,2,S_NODE_2118_length_14493_cov_8.201726,identical,2,1,0,1955
Cluster_2266,14478,2,H_NODE_2174_length_14478_cov_7.628737,identical,2,1,0,1572
Cluster_2267,14478,2,S_NODE_2119_length_14478_cov_61.880287,identical,2,1,0,40
Cluster_2268,14476,3,S_NODE_2121_length_14476_cov_18.962088,short longer than hybrid,3,1,0,31
Cluster_2269,14460,2,H_NODE_2176_length_14460_cov_8.952697,identical,2,1,0,675
Cluster_2270,14456,4,H_NODE_2177_length_14456_cov_10.246144,hybrid extension,4,1,0,0
Cluster_2271,14441,2,S_NODE_2125_length_14441_cov_10.885636,identical,NA,NA,0,NA
Cluster_2272,14441,7,H_NODE_2178_length_14441_cov_82.062876,hybrid extension,7,1,0,395
Cluster_2273,14437,8,H_NODE_2180_length_14437_cov_11.666317,hybrid extension,6,0.75,0,125
Cluster_2274,14436,4,H_NODE_2181_length_14436_cov_59.322245,hybrid extension,4,1,0,20
Cluster_2275,14433,2,H_NODE_2182_length_14433_cov_17.405215,identical,2,1,0,398
Cluster_2276,14420,6,H_NODE_2183_length_14420_cov_29.933814,hybrid extension,6,1,0,117
Cluster_2277,14418,2,S_NODE_2132_length_14418_cov_9.016584,identical,NA,NA,0,NA
Cluster_2278,14418,2,H_NODE_2184_length_14418_cov_90.273109,identical,2,1,0,70
Cluster_2279,14415,3,S_NODE_2133_length_14415_cov_23.040314,short longer than hybrid,3,1,0,604
Cluster_2280,14410,2,H_NODE_2187_length_14410_cov_39.300287,identical,2,1,0,143
Cluster_2281,14407,2,H_NODE_2188_length_14407_cov_27.301821,hybrid extension,2,1,0,209
Cluster_2282,14407,2,H_NODE_2189_length_14407_cov_12.921779,hybrid extension,NA,NA,0,NA
Cluster_2283,14405,3,S_NODE_2137_length_14405_cov_75.475277,short longer than hybrid,3,1,0,NA
Cluster_2284,14403,2,S_NODE_2138_length_14403_cov_20.975133,short longer than hybrid,2,1,0,16
Cluster_2285,14402,2,H_NODE_2190_length_14402_cov_20.949142,identical,NA,NA,0,NA
Cluster_2286,14395,2,H_NODE_2191_length_14395_cov_25.069526,identical,2,1,0,30
Cluster_2287,14394,3,S_NODE_2141_length_14394_cov_63.204808,short longer than hybrid,3,1,0,8
Cluster_2288,14389,2,H_NODE_2193_length_14389_cov_23.290703,identical,2,1,0,9
Cluster_2289,14388,2,S_NODE_2144_length_14388_cov_6.490218,identical,2,1,0,422
Cluster_2290,14382,2,S_NODE_2146_length_14382_cov_4.977201,identical,2,1,0,20
Cluster_2291,14381,2,S_NODE_2147_length_14381_cov_30.433843,short longer than hybrid,2,1,0,627
Cluster_2292,14375,3,H_NODE_2196_length_14375_cov_6.332608,hybrid extension,3,1,0,258
Cluster_2293,14369,4,S_NODE_2149_length_14369_cov_12.499789,short longer than hybrid,4,1,0,29
Cluster_2294,14365,2,S_NODE_2152_length_14365_cov_7.796249,identical,2,1,0,548
Cluster_2295,14365,2,H_NODE_2198_length_14365_cov_54.516997,hybrid extension,2,1,0,26
Cluster_2296,14359,2,H_NODE_2200_length_14359_cov_18.754848,hybrid extension,2,1,0,99
Cluster_2297,14359,2,H_NODE_2202_length_14359_cov_6.969295,identical,2,1,0,NA
Cluster_2298,14359,2,S_NODE_2153_length_14359_cov_11.952361,identical,2,1,0,623
Cluster_2299,14355,2,H_NODE_2203_length_14355_cov_14.481515,identical,2,1,0,1
Cluster_2300,14350,2,S_NODE_2157_length_14350_cov_17.964705,short longer than hybrid,2,1,0,390
Cluster_2301,14350,2,H_NODE_2204_length_14350_cov_7.534979,identical,2,1,0,40
Cluster_2302,14347,2,H_NODE_2207_length_14347_cov_9.790647,identical,2,1,0,1040
Cluster_2303,14347,6,H_NODE_2205_length_14347_cov_14.999719,hybrid extension,6,1,0,754
Cluster_2304,14347,3,H_NODE_2206_length_14347_cov_14.358228,hybrid extension,3,1,0,4
Cluster_2305,14341,2,S_NODE_2161_length_14341_cov_6.963205,identical,2,1,0,4
Cluster_2306,14337,2,H_NODE_2209_length_14337_cov_11.434905,hybrid extension,2,1,0,NA
Cluster_2307,14333,3,H_NODE_2211_length_14333_cov_8.587076,hybrid extension,3,1,0,1230
Cluster_2308,14333,2,S_NODE_2163_length_14333_cov_24.601506,identical,2,1,0,275
Cluster_2309,14322,2,H_NODE_2212_length_14322_cov_12.029095,identical,2,1,0,9
Cluster_2310,14321,2,S_NODE_2165_length_14321_cov_50.514161,short longer than hybrid,2,1,0,437
Cluster_2311,14314,2,H_NODE_2213_length_14314_cov_15.427997,hybrid extension,NA,NA,0,NA
Cluster_2312,14312,6,S_NODE_2169_length_14312_cov_22.287416,short longer than hybrid,6,1,0,363
Cluster_2313,14310,3,H_NODE_2215_length_14310_cov_31.659592,hybrid extension,3,1,0,72
Cluster_2314,14307,2,H_NODE_2216_length_14307_cov_8.091185,identical,NA,NA,0,NA
Cluster_2315,14294,2,S_NODE_2171_length_14294_cov_47.120421,short longer than hybrid,2,1,0,188
Cluster_2316,14293,2,H_NODE_2217_length_14293_cov_58.168431,identical,2,1,0,4
Cluster_2317,14291,6,S_NODE_2173_length_14291_cov_64.174598,short longer than hybrid,6,1,0,11
Cluster_2318,14284,7,S_NODE_2174_length_14284_cov_77.895599,short longer than hybrid,7,1,0,1
Cluster_2319,14274,2,S_NODE_2176_length_14274_cov_28.858981,identical,2,1,0,492
Cluster_2320,14273,2,H_NODE_2220_length_14273_cov_18.645483,identical,2,1,0,277
Cluster_2321,14266,3,H_NODE_2221_length_14266_cov_18.063866,hybrid extension,3,1,0,52
Cluster_2322,14261,2,S_NODE_2179_length_14261_cov_6.914462,identical,2,1,0,NA
Cluster_2323,14258,3,H_NODE_2224_length_14258_cov_5.069988,hybrid extension,3,1,0,422
Cluster_2324,14255,2,S_NODE_2180_length_14255_cov_8.269323,identical,2,1,0,43
Cluster_2325,14247,2,H_NODE_2226_length_14247_cov_25.685127,identical,2,1,0,599
Cluster_2326,14247,4,S_NODE_2183_length_14247_cov_15.514448,short longer than hybrid,4,1,0,483
Cluster_2327,14246,4,H_NODE_2227_length_14246_cov_30.482400,hybrid extension,4,1,0,20
Cluster_2328,14226,5,H_NODE_2228_length_14226_cov_14.121356,hybrid extension,NA,NA,0,NA
Cluster_2329,14224,3,H_NODE_2230_length_14224_cov_31.147691,hybrid extension,3,1,0,1
Cluster_2330,14224,2,H_NODE_2229_length_14224_cov_43.010499,identical,2,1,0,228
Cluster_2331,14218,2,S_NODE_2186_length_14218_cov_10.369243,identical,2,1,0,7
Cluster_2332,14217,2,H_NODE_2232_length_14217_cov_24.794606,identical,2,1,0,2
Cluster_2333,14216,2,H_NODE_2234_length_14216_cov_17.927958,hybrid extension,2,1,0,10
Cluster_2334,14214,2,H_NODE_2235_length_14214_cov_7.802868,identical,2,1,0,NA
Cluster_2335,14210,3,S_NODE_2190_length_14210_cov_45.645885,short longer than hybrid,3,1,0,20
Cluster_2336,14209,2,H_NODE_2236_length_14209_cov_46.515907,identical,2,1,0,733
Cluster_2337,14193,4,S_NODE_2195_length_14193_cov_6.759704,short longer than hybrid,NA,NA,0,NA
Cluster_2338,14184,2,H_NODE_2238_length_14184_cov_15.565555,identical,NA,NA,0,NA
Cluster_2339,14179,5,H_NODE_2239_length_14179_cov_13.148022,hybrid extension,2,0.4,0,NA
Cluster_2340,14175,2,H_NODE_2240_length_14175_cov_25.442198,hybrid extension,2,1,0,139
Cluster_2341,14167,2,S_NODE_2200_length_14167_cov_11.888390,identical,2,1,0,1178
Cluster_2342,14165,2,S_NODE_2201_length_14165_cov_12.502351,identical,2,1,0,NA
