id,name,taxonomy,pos_cluster
KT809302.1,Haloarcula californiae icosahedral virus 1,Viruses; Virus families not assigned to an order; Sphaerolipoviridae; unclassified Sphaerolipoviridae,457.0
KX443696.1,Mycobacterium phage Laurie,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Bclasvirinae; Rosebushvirus",254.0
KX397368.1,Erwinia phage vB_EamM_Huxley,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae",176.0
KX397364.1,Erwinia phage vB_EamM_Asesino,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae",176.0
KT381864.1,Thiobacimonas phage vB_ThpS-P1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",508.0
KX534341.1,Escherichia phage Pride,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",156.0
KX534338.1,Escherichia phage Lust,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",156.0
KX534336.1,Escherichia phage Gluttony,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",156.0
KX534335.1,Escherichia phage Envy,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",156.0
KX365747.1,Pseudoalteromonas phage PH1,Viruses; unclassified bacterial viruses,428.0
KX278419.1,Pectobacterium phage PP90,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae",341.0
KX278418.1,Pectobacterium phage PP16,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae",341.0
KU599889.1,Flavobacterium phage 1H,Viruses; unclassified bacterial viruses,538.0
KU599888.1,Flavobacterium phage 23T,"Viruses; dsDNA viruses, no RNA stage; unclassified dsDNA phages",538.0
KU599887.1,Flavobacterium phage 2A,Viruses; unclassified bacterial viruses,538.0
KU599886.1,Flavobacterium phage Fpv20,Viruses; unclassified bacterial viruses,384.0
KU599885.1,Flavobacterium phage Fpv11,Viruses; unclassified bacterial viruses,266.0
KU599884.1,Flavobacterium phage Fpv10,Viruses; unclassified bacterial viruses,266.0
KU599883.1,Flavobacterium phage Fpv8,Viruses; unclassified bacterial viruses,266.0
KU599882.1,Flavobacterium phage Fpv7,Viruses; unclassified bacterial viruses,266.0
KU599881.1,Flavobacterium phage Fpv6,Viruses; unclassified bacterial viruses,266.0
KU599880.1,Flavobacterium phage Fpv5,Viruses; unclassified bacterial viruses,266.0
KU599879.1,Flavobacterium phage Fpv3,Viruses; unclassified bacterial viruses,384.0
KU599878.1,Flavobacterium phage Fpv2,Viruses; unclassified bacterial viruses,384.0
KU599877.1,Flavobacterium phage Fpv1,Viruses; unclassified bacterial viruses,384.0
KT881477.1,Salmonella phage fSE4S,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Guernseyvirinae; Jerseyvirus",53.0
KT336321.1,Streptococcus phage phiSC070807,Viruses; unclassified bacterial viruses,565.0
KT336320.1,Streptococcus phage phiNJ3,Viruses; unclassified bacterial viruses,565.0
NC_019510.1,Erwinia phage vB_EamP-L1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus",181.0
NC_016562.1,Campylobacter virus CPX,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Cp8virus",318.0
NC_011217.1,Sulfolobus spindle-shaped virus 5,"Viruses; dsDNA viruses, no RNA stage; Fuselloviridae; Alphafusellovirus",198.0
NC_009986.1,Sulfolobus spindle-shaped virus 4,"Viruses; dsDNA viruses, no RNA stage; Fuselloviridae; Alphafusellovirus",198.0
NC_005886.2,Burkholderia phage BcepB1A,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae",761.0
NC_005892.1,Sulfolobus turreted icosahedral virus 1,"Viruses; dsDNA viruses, no RNA stage; Turriviridae; Alphaturrivirus",921.0
NC_005882.1,Burkholderia virus BcepMu,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae",829.0
NC_005841.1,Enterobacteria phage ST104,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; P22virus",82.0
NC_002214.1,Streptococcus phage Sfi11,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi11virus",50.0
NC_002166.1,Escherichia virus HK022,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Lambdavirus",88.0
KT945994.2,Enterococcus phage vB_EfaS_IME197,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",572.0
KX349902.1,Bacillus phage Kida,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae",106.0
KX534004.1,Mycobacterium phage Sneeze,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",113.0
KX522650.1,Arthrobacter phage Conboy,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae",285.0
KX522649.1,Mycobacterium phage Bircsak,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",21.0
KX522943.1,Mycobacterium phage Gompeii16,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",21.0
KX523125.1,Mycobacterium phage BuzzBuzz,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus",80.0
KX507362.1,Mycobacterium phage Aglet,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus; unclassified L5likevirus",80.0
KX507361.1,Mycobacterium phage Gardann,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",120.0
KX458241.1,Pseudomonas phage Andromeda,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; unclassified phiKMV-like phages",134.0
KX458237.1,Mycobacterium phage Penny1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus; unclassified L5likevirus",80.0
KX458236.1,Mycobacterium phage Wilbur,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; L5virus",48.0
JN132397.1,Campylobacter virus CPX,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Cp8virus",318.0
JN600960.1,Enterobacteria phage IME10,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae",82.0
JF719731.1,Enterobacteria phage G4,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
JF719730.1,Enterobacteria phage G4,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
JF719729.1,Enterobacteria phage G4,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
JF773396.1,Liberibacter phage FP2,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae",534.0
HQ728265.1,Erwinia phage vB_EamP-L1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae; Autographivirinae; T7virus",181.0
EU030939.1,Sulfolobus spindle-shaped virus 5,"Viruses; dsDNA viruses, no RNA stage; Fuselloviridae; Alphafusellovirus",198.0
EU030938.1,Sulfolobus spindle-shaped virus 4,"Viruses; dsDNA viruses, no RNA stage; Fuselloviridae; Alphafusellovirus",198.0
AY616033.2,Burkholderia phage BcepB1A,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae",761.0
AY569307.1,Sulfolobus turreted icosahedral virus 1,"Viruses; dsDNA viruses, no RNA stage; Turriviridae; Alphaturrivirus",921.0
AY539836.1,Burkholderia virus BcepMu,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae",829.0
NC_001901.1,Escherichia virus N15,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; N15virus",252.0
AF158600.2,Streptococcus phage Sfi11,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; Sfi11virus",50.0
GQ153916.1,Enterobacteria phage f1,Viruses; ssDNA viruses; Inoviridae; Inovirus,233.0
AF064539.1,Escherichia virus N15,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae; N15virus",252.0
KX349901.1,Bacillus phage Stitch,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae",245.0
KX349899.1,Bacillus phage Aurora,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Podoviridae",245.0
KX344445.1,Streptomyces phage Nanodon,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",97.0
KX227760.1,Bacillus phage PfEFR-5,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",947.0
KX227759.1,Bacillus phage PfIS075,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",503.0
KX227758.1,Bacillus phage PfNC7401,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",503.0
KX227757.1,Bacillus phage PfEFR-4,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",947.0
KX190834.1,Bacillus phage BMBtpLA3,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",453.0
KX443326.1,Mycobacterium phage BruceB,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",113.0
KX245890.1,Citrobacter phage vB_CfrM_CfP1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus",147.0
KU867307.1,Salmonella phage vB_SnwM_CGG4-1,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Myoviridae; Tevenvirinae; T4virus",83.0
KU708005.1,Pseudomonas phage phiAH14b,Viruses; unclassified bacterial viruses,
KU708004.1,Pseudomonas phage phiAH14a,Viruses; unclassified bacterial viruses,980.0
KT870145.1,Roseobacter phage DSS3P8,"Viruses; dsDNA viruses, no RNA stage; Caudovirales; Siphoviridae",207.0
KX266637.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266636.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266635.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266634.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266633.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266632.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266631.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266630.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266629.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266628.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266627.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266626.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266625.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266624.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266623.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266622.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266621.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266620.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266619.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266618.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266617.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266616.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266615.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266614.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266613.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266612.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266611.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266610.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266609.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266608.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266607.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266606.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266605.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266604.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266603.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266602.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266601.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266600.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266599.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266598.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266597.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266596.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266595.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266594.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266593.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266592.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266591.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266590.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266589.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266588.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266587.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266586.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266585.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266584.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266583.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266582.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266581.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266580.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266579.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266578.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266577.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266576.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266575.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266574.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266573.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266572.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266571.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266570.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266569.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266568.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266567.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266566.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266565.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266564.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266563.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266562.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266561.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266560.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266559.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266558.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266557.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266556.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266555.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266554.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266553.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266552.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266551.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266550.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266549.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266548.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266547.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266546.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266545.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266544.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266543.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266542.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266541.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266540.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266539.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266538.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266537.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266536.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266535.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266534.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266533.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266532.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266531.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266530.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266529.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266528.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266527.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266526.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266525.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266524.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266523.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266522.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266521.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266520.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266519.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266518.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266517.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266516.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266515.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266514.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266513.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266512.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266511.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266510.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266509.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266508.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266507.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266506.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266505.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266504.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266503.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266502.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266501.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266500.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266499.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266498.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266497.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266496.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266495.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266494.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266493.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266492.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266491.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266490.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266489.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266488.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266487.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266486.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266485.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
KX266484.1,Enterobacteria phage ID11,Viruses; ssDNA viruses; Microviridae; Bullavirinae; G4microvirus,3.0
